,comments,notes,hotel_name
201," Le petit déjeuner était très bien. Le personnel est vraiment formidable et font tout pour vous faire sentir comme à la maison. Je suis allée avec mes 4 filles pour fêter les 20 ans de l'ainée et nous avons passés un super moment en famille avec un diner typique et des danseuses orientales. Notre chambre familiale pour 5 personnes étaient très grande e confortable. Dernier petit plus qui a finit notre séjour merveilleusement bien, 2h d'hamman et massage pour toute la famille.",10.0,Riad Rêves D'orient
202," La disponibilité, la gentillesse et la bonne organisation de notre hôte",9.0,Riad Rêves D'orient
203, Les hôtes ont été très gentils et à l’écoute.,9.0,Riad Rêves D'orient
204, Riad magnifiquement décoré. Suite Samira (pour 4 ou 5 personnes) spacieuse avec mezzanine. Belle terrasse où prendre le petit-déjeuner. Personnel très aimable. Excellente cuisine.,9.0,Riad Rêves D'orient
205," Coup de cœur. Merci à Salah et à Assan pour leur accueil et leur dévouement. Nous avons été gâtés et reçus comme des membres de leur famille. Merci aux cuisinières pour leurs sourires et leur mets délicieux.
Mille merci.",9.5,Riad Rêves D'orient
206," La petitesse du lieu, les chambres et salles d'eau Riad pur jus, la gentillesse du personnel, le petit déjeuner, le couscous, le calme et la terrasse",8.0,Riad Rêves D'orient
207," localisation proche de jama el fnaa, style ancien, personnel agréable, chambre et salle de bain propre",6.0,Riad Rêves D'orient
208," Accueil agréable. Bon petit déjeuner marocain mais pas de quoi en faire une exception. 
Les locaux sont très bien entretenus. 
Bon emplacement proche de la Fontaine Mouassine , du Jardin Secret et du Café Arabe.",6.7,Riad Rêves D'orient
209," Cosy and well looked after riad. The bed was really comfortable and the staff is very kind! 
We had dinner there a few times which is super convenient and the breakfast is pretty filling. Delicious coffee and tea available all day too...",8.3,Riad Rêves D'orient
210," La gentillesse des hôtes, la chambre. La situation géographique les conseils",10.0,Dar Hafsa
211, Très bel endroit situé au cœur de la Médina. Propreté irréprochable. Accueil plus que chaleureux et bienveillant. Notre hôte nous a conseillé et guidé tout au long de notre séjour... Il nous a permis de découvrir le côté authentique de la vie marocaine. Un séjour magique !,10.0,Dar Hafsa
212," Nous avons passé un super séjour dans le Riad, l'accueil est exceptionnel, le riad est propre et le personnel trés attentionnés.
Le petit déjeuner est copieux et frais, un régal!
Le riad est idélament situé dans la medina, à 2 pas de la rue principale.",10.0,Dar Hafsa
213," Le personnel etait vraiment sympa, on s'y sentait chez nous et non dans un Hotel.",10.0,Dar Hafsa
214," Personnel d’une gentillesse sans égale, Riad très joli!",9.2,Dar Hafsa
215, petit ryad traditionnel marocain avec une très jolie décoration et une sympathique terrasse avec une belle vue sur la ville. Personnel très agréable. Petit déjeuner copieux. Emplacement pratique pour visiter la medina à pied. Endroit très calme (même si on entend les coqs et les muezzins).,9.0,Dar Hafsa
216," Nous avons passé 4 nuits, mon fils et moi, à cet hébergement. Bien situé, en plein cœur de la Médina. Nous avions une chambre 2 lits jumeaux et une salle de bain privative. Il y avait de l’eau chaude en bonne quantité. La chambre et la salle de bain étaient bien entretenues. Le chauffage était fonctionnel. Abdelkrim, notre hôte, fut d’une grande générosité pour nous conseiller et nous aider à organiser nos activités. L’endroit est bien représentatif par rapport aux descriptions lues sur Tripadvisor et Booking.com. Le rapport qualité/prix est excellent. Le petit déjeuner est gargantuesque. Nous n’hésitons pas une minute à le recommander. Aussi, notre hôte possède un autre Riad qu’il nous a fait visiter. Le Riad Sidrat Fes. Il est nouvellement décoré dans un style traditionnel marocain. Faut voir !",9.0,Dar Hafsa
217," Beau riad- maison d'hôtes au cœur de la médina mais très calme. 
Accueil attentionné et chaleureux
Petit-déjeuner excellent et très copieux
Terrasse bien aménagée qui surplombe la médina
Décoration typique et traditionnelle marocaine.
Très bon rapport qualité-prix
J'ai passé une excellente semaine au Dar Hafsa et y retournerai lors d'un prochain voyage au Maroc.",9.0,Dar Hafsa
218," nous avons beaucoup apprécié toute l'équipe très accueillante, très souriante et toujours disponible pour répondre à nos demandes. de plus le riad est idéalement situé.",10.0,Dar Hafsa
219," Un accueil charmant et attentionné. Tout le personnel est aux petits soins. Si vous arrivez par avion, laissez les venir vous chercher à l’aéroport, c’est plus simple pour vous et pour eux 😉. Vous serez au cœur de la médina qu’il faut impérativement visiter avec un guide pour en apprécier la saveur Réservez le au Riad). Ha une autre chose, les petits déjeuners sont excellents et très, très copieux. Merci à toute l’équipe.",9.2,Dar Hafsa
220," Tout était super et spécialement l'accueil de Claudio et sa femme (Salut à vous !), vraiment c'est une super adresse.",10.0,Riad Bianca
221, Excellent logement avec des hôtes incroyablement sympathiques. Le riad est décoré avec soin et il est très propre. Le petit déjeuner était délicieux. Ce riad est un havre de paix et de sécurité dans la médina de Marrakech et je ne peux que le recommander vivement.,9.0,Riad Bianca
222," très bon accueil très propre super petit déjeuner.. rien à dire . excellent séjour . 
à très vite",9.0,Riad Bianca
223, Tout a été exceptionnel !,10.0,Riad Bianca
224," Nous avons passés un séjour excellent grâce aux hôtes du Riad. Concernant le Riad Bianca, tout était parfait.La chambre très propre, le petit déjeuner et le dîner excellent. Les hôtes étaient à notre écoute. Ils nous ont donné pleins d'informations et de conseils pour la visite de la ville et des excursions. Grâce à leur gentillesse, nous avons passé un très bon séjour.
On vous conseille de commander le dîner car vous trouverez pas de meilleurs repas ailleurs. Excellent!
Bravo au Riad Bianca!",10.0,Riad Bianca
225, Tout était top merci beaucoup pour ce séjour ! vous pouvez y aller les yeux fermés !,10.0,Riad Bianca
226," Pour le lieu magnifique et reposant, pour l'accueil adorable et simple à la fois, pour nos papilles qui en redemandent, pour le dépaysement et l'esprit familial réconfortant....pour tout cela nous avons apprécié notre séjour au riad Bianca",10.0,Riad Bianca
227," Nous avons passé un séjour d'une semaine chez Claudio et Heniya. Le riad est idéalement situé, dans un quartier peu touristique, à 15 minutes à pied de la place Jemaa el-Fna et proche d'une sortie de la medina. L'ambiance y est familiale mais pas moins calme et agréable. Dans la chambre où nous étions (la suite du dernier étage), la vue sur la medina est magnifique. Le matin, le soleil illumine les lieux. Les petit-déjeuners sont copieux, avec des spécialités locales (beghrir, meloui). Nos hôtes étaient charmants, ils ont toujours été tous les deux à notre écoute, ont répondu à toutes nos questions sur le Maroc, Marrakech et nous ont conseillé pour nos visites. Un conseil : au moins une fois, dinez à la table du Riad Bianca ! Les plats préparés par Heniya sont délicieux, bien meilleurs que dans les restaurants aux alentours :-)",10.0,Riad Bianca
228," Tout l'accueil, le cadre, la déco, le personnel, le petit déjeuner, le calme. Merci encore pour votre accueil",10.0,Riad Bianca
229," Les petits déjeunés étaient copieux, propreté irréprochable et accueil très chaleureux par les propriétaires.",10.0,Riad Bianca
230," Excellent Rapport qualité prix, je reviendrai sans doute.",10.0,Bahia Smir
231,· Les moustiques,8.0,Bahia Smir
232, La sécurité à la résidence et la place de Parking,8.0,Bahia Smir
233, Les dimensions de l'appartement,7.0,Bahia Smir
234, L'emplacement et le calme,8.0,Bahia Smir
235," L’emplacement près de la plage , la sécurité , la région",6.7,Bahia Smir
236," L'emplacement idéal très proche de la plage et d'une supérette, tres jolie résidence bien entretenue, la literie est bien. Un bel appartement.",6.0,Bahia Smir
237, La plage,3.0,Bahia Smir
238," L appartement c est juste magnifique et vraiment très propre et l endroit très agréable.
Je retourne sûrement la prochaine fois.
Personnels au top aussi est très simpas.",10.0,Bahia Smir
239, Très correct,6.0,Bahia Smir
240, Tous les personnels accueillants et très serviable a tous moments aussi la propreté. Les repas sont très bons aussi propre. Enfin we compte j ai bien aimé cet hotel.tout le monde très sympas et à l écoute et l établissement calme,10.0,Hôtel Texuda
241, Chambres spacieuses / Wifi / Bar en bas de l'hotel,8.0,Hôtel Texuda
242," Personnel très sympa et professionnel
Chambre propre et confortable..
Je recommande:)",8.0,Hôtel Texuda
243," Le personnel est bien accueillant , et l'emplacement est avantageux, proche du centre ville",8.0,Hôtel Texuda
244," Propreté lingerie 
Service 
L'emplacement",8.0,Hôtel Texuda
245," Le service, le calme, la propreté...",8.0,Hôtel Texuda
246," L'accès rapide vers plusieurs lieu à visiter.
Le restaurant ""chez ma tante""",8.0,Hôtel Texuda
247,· Payement par cartes de Credit ne marche pas,7.0,Hôtel Texuda
248," Le reste est très correct : accueil, emplacement, espace dans les chambres.
La rue devant l'hôtel mène directement à la Médina.",8.3,Hôtel Texuda
249, Proprete,6.0,Hôtel Texuda
0, L'emplacement du riad et la gentillesse du personnels. Un grand merci,10.0,Hôtel Riad Gnaoua
1," Petit déjeuner copieux et excellent,
Très bon rapport qualité prix je recommande sans probleme",9.0,Hôtel Riad Gnaoua
2," traitement des personels 
emplacement de l'hotel
la qualite de ptt dejeuner
la qualite et le service de diner et dejeuner demandes",9.0,Hôtel Riad Gnaoua
3, On s'y sens comme à la maison . Zakarya nous accueille et satisfait chacune de nos attentes .,8.0,Hôtel Riad Gnaoua
4, Hotel bien situé et intéressant qualité prix,8.0,Hôtel Riad Gnaoua
5,"N'a pas aimé
 · A chaque voyage à Essaouira nous réservons ce riad et jamais déçu de l'accueil et du personnel très attentionné et au petit soin .Au coeur lancienne ville , tout peut se faire à pied sans voiture .",9.0,Hôtel Riad Gnaoua
6, Petit déjeuner très bien - situation en pleine ville ainsi que le personnel,8.0,Hôtel Riad Gnaoua
7,"N'a pas aimé
 · Bien placė et le personel sympa",7.0,Hôtel Riad Gnaoua
8, J'ai aimé le calme dans l'hôtel et le personnel etait très aimable,8.0,Hôtel Riad Gnaoua
9," La terasse était agréable, le design de l'hôtel sort de l'ordinaire,Propre,bien placé, Aussi le staff est serviable.Merci beaucoup zakaria",8.0,Hôtel Riad Gnaoua
10," J'ai adoré mon séjour dans ce riad de charme ! Le petit déjeuner était très bon et très agréable sur la terrasse ! L'emplacement était parfait, je pouvais repasser dans ma chambre me reposer ou chercher quelque chose dans la journée sans aucun problème puisqu'il était très central. La déco est très jolie et le personnel très gentil. Je recommande vivement !",10.0,Les Matins Bleus
11," le déjeuner est très copieux , la chambre est simple mais avec une bonne literie , et surtout un excellent acceuil , bienveillant , souriant , c est un vrai plaisir , l emplacement est en plein coeur de la médina , un plusss !!!",10.0,Les Matins Bleus
12," Nous avons beaucoup apprécié le confort, la propreté, le rapport qualité /prix et avant toute chose la gentillesse des propriétaires et de tout le personnel",10.0,Les Matins Bleus
13," localisation, accueil, tout !",10.0,Les Matins Bleus
14," Accueil très chaleureux de Samir et sa famille, propriétaires de l'établissement, qui ont à coeur de rendre le séjour le plus agréable possible, nous suggérant adresses de restaurants et lieux voisins à visiter.
Emplacement idéal, en plein centre de la Médina, harmonieusement décoré. 
Petit déjeuner inclus, avec possibilité de dîner sur place également.
Chambre spacieuse, avec toilettes et salle de bains.",10.0,Les Matins Bleus
